Time_data,PUN,PUN_d+1-7,PUN_d+1-14,GAS,GAS_d+1-7,Total_load_f,Total_Load_d+1-7,GiornoSettimana,Ora,holiday
2018-01-15 00:00:00+00:00,41.56,39.17,19.19,21.14,20.54,24033.0,27513.29,0,1,0
2018-01-15 01:00:00+00:00,35.15,36.4,14.99,21.14,20.54,22333.0,25886.82,0,2,0
2018-01-15 02:00:00+00:00,32.55,35.9,11.0,21.14,20.54,21560.0,25241.74,0,3,0
2018-01-15 03:00:00+00:00,32.78,34.0,10.0,21.14,20.54,21469.0,25072.75,0,4,0
2018-01-15 04:00:00+00:00,32.55,35.35,11.83,21.14,20.54,21883.0,25184.83,0,5,0
2018-01-15 05:00:00+00:00,36.1,38.76,14.99,21.14,20.54,23828.0,26670.69,0,6,0
2018-01-15 06:00:00+00:00,48.36,49.0,40.6,21.14,20.54,29469.0,31656.4,0,7,0
2018-01-15 07:00:00+00:00,54.77,55.9,46.99,21.14,20.54,36961.0,37900.79,0,8,0
2018-01-15 08:00:00+00:00,62.36,62.36,47.95,21.14,20.54,42360.0,42285.76,0,9,0
2018-01-15 09:00:00+00:00,57.31,68.75,49.9,21.14,20.54,44659.0,44062.36,0,10,0
2018-01-15 10:00:00+00:00,55.98,62.47,50.0,21.14,20.54,44761.0,43899.05,0,11,0
2018-01-15 11:00:00+00:00,54.38,63.14,49.7,21.14,20.54,44800.0,43711.31,0,12,0
2018-01-15 12:00:00+00:00,52.4,59.39,48.16,21.14,20.54,42690.0,41414.03,0,13,0
2018-01-15 13:00:00+00:00,52.16,59.39,47.24,21.14,20.54,41892.0,41042.53,0,14,0
2018-01-15 14:00:00+00:00,54.72,62.36,46.1,21.14,20.54,42697.0,42015.66,0,15,0
2018-01-15 15:00:00+00:00,58.4,70.3,47.6,21.14,20.54,43347.0,42802.09,0,16,0
2018-01-15 16:00:00+00:00,63.51,68.81,50.45,21.14,20.54,44225.0,43846.07,0,17,0
2018-01-15 17:00:00+00:00,67.5,74.46,54.9,21.14,20.54,46069.0,45829.07,0,18,0
2018-01-15 18:00:00+00:00,62.92,75.79,57.18,21.14,20.54,45877.0,45255.8,0,19,0
2018-01-15 19:00:00+00:00,59.97,70.75,54.96,21.14,20.54,44753.0,43891.04,0,20,0
2018-01-15 20:00:00+00:00,57.56,61.84,51.2,21.14,20.54,41909.0,41265.0,0,21,0
2018-01-15 21:00:00+00:00,56.31,55.14,48.82,21.14,20.54,38598.0,38092.41,0,22,0
2018-01-15 22:00:00+00:00,54.45,49.0,45.14,21.14,20.54,34835.0,34108.21,0,23,0
2018-01-15 23:00:00+00:00,48.46,45.98,40.09,21.14,20.54,31082.0,30624.29,0,24,0
2018-01-16 00:00:00+00:00,44.81,43.32,42.75,20.6,20.64,28173.0,27812.12,1,1,0
2018-01-16 01:00:00+00:00,42.65,38.0,35.02,20.6,20.64,26211.0,26179.55,1,2,0
2018-01-16 02:00:00+00:00,37.0,36.42,28.85,20.6,20.64,25392.0,25655.99,1,3,0
2018-01-16 03:00:00+00:00,32.01,36.0,28.0,20.6,20.64,25200.0,25389.74,1,4,0
2018-01-16 04:00:00+00:00,32.01,35.9,35.02,20.6,20.64,25419.0,25424.87,1,5,0
2018-01-16 05:00:00+00:00,40.0,40.43,44.49,20.6,20.64,27066.0,26858.92,1,6,0
2018-01-16 06:00:00+00:00,46.13,47.01,50.65,20.6,20.64,31833.0,31693.54,1,7,0
2018-01-16 07:00:00+00:00,51.71,51.79,67.0,20.6,20.64,39211.0,37758.94,1,8,0
2018-01-16 08:00:00+00:00,60.44,57.17,70.0,20.6,20.64,43950.0,42116.81,1,9,0
2018-01-16 09:00:00+00:00,61.05,59.75,68.0,20.6,20.64,46144.0,43867.12,1,10,0
2018-01-16 10:00:00+00:00,59.33,56.36,55.7,20.6,20.64,46393.0,43750.16,1,11,0
2018-01-16 11:00:00+00:00,53.86,53.79,53.3,20.6,20.64,46203.0,43180.41,1,12,0
2018-01-16 12:00:00+00:00,49.92,51.86,52.18,20.6,20.64,43708.0,40875.14,1,13,0
2018-01-16 13:00:00+00:00,49.83,51.75,50.21,20.6,20.64,42857.0,40364.45,1,14,0
2018-01-16 14:00:00+00:00,53.02,52.33,52.57,20.6,20.64,43808.0,41607.89,1,15,0
2018-01-16 15:00:00+00:00,55.07,54.75,54.35,20.6,20.64,44422.0,42878.61,1,16,0
2018-01-16 16:00:00+00:00,54.74,58.44,59.0,20.6,20.64,45594.0,43843.71,1,17,0
2018-01-16 17:00:00+00:00,57.88,65.92,71.46,20.6,20.64,47613.0,46043.56,1,18,0
2018-01-16 18:00:00+00:00,57.36,63.5,68.86,20.6,20.64,47136.0,45272.93,1,19,0
2018-01-16 19:00:00+00:00,56.48,61.2,64.66,20.6,20.64,45691.0,43749.05,1,20,0
2018-01-16 20:00:00+00:00,51.88,57.73,57.71,20.6,20.64,42724.0,41236.13,1,21,0
2018-01-16 21:00:00+00:00,48.22,55.02,53.3,20.6,20.64,39082.0,37928.82,1,22,0
2018-01-16 22:00:00+00:00,44.07,50.03,49.7,20.6,20.64,35314.0,33974.28,1,23,0
2018-01-16 23:00:00+00:00,42.46,45.5,44.15,20.6,20.64,31227.0,30627.85,1,24,0
2018-01-17 00:00:00+00:00,35.49,43.32,32.5,20.18,20.56,28239.0,27921.6,2,1,0
2018-01-17 01:00:00+00:00,31.59,39.0,23.23,20.18,20.56,26647.0,26153.54,2,2,0
2018-01-17 02:00:00+00:00,27.11,38.0,18.22,20.18,20.56,25842.0,25507.71,2,3,0
2018-01-17 03:00:00+00:00,26.29,38.2,17.3,20.18,20.56,25470.0,25398.65,2,4,0
2018-01-17 04:00:00+00:00,27.15,37.8,18.39,20.18,20.56,25898.0,25471.6,2,5,0
2018-01-17 05:00:00+00:00,35.64,40.71,33.67,20.18,20.56,27740.0,26940.28,2,6,0
2018-01-17 06:00:00+00:00,46.22,49.0,44.39,20.18,20.56,32946.0,31759.72,2,7,0
2018-01-17 07:00:00+00:00,48.19,55.21,49.78,20.18,20.56,39947.0,37865.46,2,8,0
2018-01-17 08:00:00+00:00,51.56,61.66,50.25,20.18,20.56,44520.0,42495.73,2,9,0
2018-01-17 09:00:00+00:00,49.4,60.39,50.8,20.18,20.56,45716.0,44100.26,2,10,0
2018-01-17 10:00:00+00:00,48.42,57.98,50.0,20.18,20.56,45572.0,43718.43,2,11,0
2018-01-17 11:00:00+00:00,46.68,56.9,49.95,20.18,20.56,44828.0,43320.84,2,12,0
2018-01-17 12:00:00+00:00,45.15,54.61,46.85,20.18,20.56,41719.0,41130.75,2,13,0
2018-01-17 13:00:00+00:00,44.0,54.83,46.5,20.18,20.56,40885.0,40636.13,2,14,0
2018-01-17 14:00:00+00:00,46.47,54.74,48.42,20.18,20.56,41562.0,41889.79,2,15,0
2018-01-17 15:00:00+00:00,47.9,61.81,50.57,20.18,20.56,42500.0,42831.87,2,16,0
2018-01-17 16:00:00+00:00,51.12,65.36,51.25,20.18,20.56,43283.0,43744.2,2,17,0
2018-01-17 17:00:00+00:00,58.32,74.5,55.87,20.18,20.56,46568.0,45641.52,2,18,0
2018-01-17 18:00:00+00:00,56.13,75.16,57.51,20.18,20.56,47389.0,45457.7,2,19,0
2018-01-17 19:00:00+00:00,54.92,71.41,56.81,20.18,20.56,45690.0,44067.98,2,20,0
2018-01-17 20:00:00+00:00,49.8,59.3,54.95,20.18,20.56,42804.0,41361.34,2,21,0
2018-01-17 21:00:00+00:00,48.13,53.49,48.33,20.18,20.56,39458.0,37960.32,2,22,0
2018-01-17 22:00:00+00:00,44.48,50.3,44.89,20.18,20.56,35450.0,33905.7,2,23,0
2018-01-17 23:00:00+00:00,42.38,44.69,37.1,20.18,20.56,31625.0,30681.17,2,24,0
2018-01-18 00:00:00+00:00,43.21,47.19,44.15,19.67,20.69,28784.0,28201.02,3,1,0
2018-01-18 01:00:00+00:00,39.46,43.91,39.8,19.67,20.69,26882.0,26604.57,3,2,0
2018-01-18 02:00:00+00:00,38.35,43.21,31.98,19.67,20.69,25950.0,25986.5,3,3,0
2018-01-18 03:00:00+00:00,36.73,39.12,30.12,19.67,20.69,25775.0,25849.11,3,4,0
2018-01-18 04:00:00+00:00,38.37,39.03,34.5,19.67,20.69,25958.0,25946.04,3,5,0
2018-01-18 05:00:00+00:00,43.16,41.82,40.7,19.67,20.69,27448.0,27203.06,3,6,0
2018-01-18 06:00:00+00:00,48.44,49.0,48.99,19.67,20.69,32638.0,31976.01,3,7,0
2018-01-18 07:00:00+00:00,54.84,52.96,55.35,19.67,20.69,39442.0,38263.3,3,8,0
2018-01-18 08:00:00+00:00,60.42,57.54,60.6,19.67,20.69,44437.0,42957.12,3,9,0
2018-01-18 09:00:00+00:00,55.98,58.47,57.5,19.67,20.69,45772.0,44591.61,3,10,0
2018-01-18 10:00:00+00:00,52.07,56.92,55.35,19.67,20.69,45945.0,44246.6,3,11,0
2018-01-18 11:00:00+00:00,50.22,54.62,51.54,19.67,20.69,45153.0,43725.03,3,12,0
2018-01-18 12:00:00+00:00,48.16,53.4,51.53,19.67,20.69,42668.0,41409.31,3,13,0
2018-01-18 13:00:00+00:00,48.06,52.75,50.21,19.67,20.69,42172.0,40767.88,3,14,0
2018-01-18 14:00:00+00:00,50.73,54.68,52.09,19.67,20.69,42739.0,41636.95,3,15,0
2018-01-18 15:00:00+00:00,50.98,55.38,56.35,19.67,20.69,43504.0,42406.4,3,16,0
2018-01-18 16:00:00+00:00,53.44,55.75,59.98,19.67,20.69,44324.0,43340.86,3,17,0
2018-01-18 17:00:00+00:00,58.75,58.08,74.58,19.67,20.69,46821.0,45825.31,3,18,0
2018-01-18 18:00:00+00:00,56.13,58.67,74.62,19.67,20.69,47451.0,45535.77,3,19,0
2018-01-18 19:00:00+00:00,55.05,58.04,72.09,19.67,20.69,45890.0,44050.13,3,20,0
2018-01-18 20:00:00+00:00,52.89,55.8,59.12,19.67,20.69,43497.0,41336.19,3,21,0
2018-01-18 21:00:00+00:00,50.89,54.03,55.61,19.67,20.69,40330.0,37665.42,3,22,0
2018-01-18 22:00:00+00:00,48.14,49.49,53.09,19.67,20.69,36127.0,33750.53,3,23,0
2018-01-18 23:00:00+00:00,43.76,45.01,47.64,19.67,20.69,32742.0,30624.58,3,24,0
2018-01-19 00:00:00+00:00,43.56,44.59,46.99,19.65,20.32,29756.0,28031.46,4,1,0
2018-01-19 01:00:00+00:00,38.32,42.25,46.01,19.65,20.32,27733.0,26189.13,4,2,0
2018-01-19 02:00:00+00:00,33.46,36.11,44.72,19.65,20.32,26091.0,25215.09,4,3,0
2018-01-19 03:00:00+00:00,34.3,33.8,44.08,19.65,20.32,25646.0,24942.78,4,4,0
2018-01-19 04:00:00+00:00,33.3,32.55,42.67,19.65,20.32,25964.0,24814.89,4,5,0
2018-01-19 05:00:00+00:00,38.33,32.55,30.0,19.65,20.32,27662.0,25331.31,4,6,0
2018-01-19 06:00:00+00:00,44.07,43.56,38.7,19.65,20.32,33211.0,27913.76,4,7,0
2018-01-19 07:00:00+00:00,55.92,52.1,45.0,19.65,20.32,40056.0,31484.62,4,8,0
2018-01-19 08:00:00+00:00,64.59,52.93,44.72,19.65,20.32,44397.0,34022.9,4,9,0
2018-01-19 09:00:00+00:00,58.62,53.29,46.8,19.65,20.32,46411.0,35649.93,4,10,0
2018-01-19 10:00:00+00:00,54.52,52.51,50.0,19.65,20.32,46324.0,35459.97,4,11,0
2018-01-19 11:00:00+00:00,52.96,47.73,50.22,19.65,20.32,46173.0,34620.1,4,12,0
2018-01-19 12:00:00+00:00,47.77,44.7,50.22,19.65,20.32,44336.0,32880.56,4,13,0
2018-01-19 13:00:00+00:00,47.71,43.78,49.41,19.65,20.32,43514.0,31479.92,4,14,0
2018-01-19 14:00:00+00:00,50.86,45.0,49.41,19.65,20.32,43884.0,31539.63,4,15,0
2018-01-19 15:00:00+00:00,55.67,48.73,49.78,19.65,20.32,44517.0,32087.91,4,16,0
2018-01-19 16:00:00+00:00,59.91,54.13,50.44,19.65,20.32,44285.0,33465.05,4,17,0
2018-01-19 17:00:00+00:00,68.91,63.35,59.49,19.65,20.32,45773.0,37210.93,4,18,0
2018-01-19 18:00:00+00:00,69.01,63.36,58.68,19.65,20.32,46892.0,38606.7,4,19,0
2018-01-19 19:00:00+00:00,65.59,60.01,56.38,19.65,20.32,45586.0,38572.21,4,20,0
2018-01-19 20:00:00+00:00,57.1,56.85,53.69,19.65,20.32,43567.0,36382.05,4,21,0
2018-01-19 21:00:00+00:00,52.92,54.76,49.78,19.65,20.32,40209.0,33583.85,4,22,0
2018-01-19 22:00:00+00:00,51.06,50.66,46.93,19.65,20.32,36188.0,30719.7,4,23,0
2018-01-19 23:00:00+00:00,46.98,46.06,44.89,19.65,20.32,32413.0,28135.41,4,24,0
2018-01-22 00:00:00+00:00,27.06,44.81,39.17,19.5,20.6,24511.0,24708.62,0,1,0
2018-01-22 01:00:00+00:00,20.0,42.65,36.4,19.5,20.6,22839.0,23285.49,0,2,0
2018-01-22 02:00:00+00:00,16.22,37.0,35.9,19.5,20.6,22181.0,22592.31,0,3,0
2018-01-22 03:00:00+00:00,12.88,32.01,34.0,19.5,20.6,21986.0,22617.83,0,4,0
2018-01-22 04:00:00+00:00,15.84,32.01,35.35,19.5,20.6,22505.0,22991.4,0,5,0
2018-01-22 05:00:00+00:00,33.0,40.0,38.76,19.5,20.6,24525.0,24828.26,0,6,0
2018-01-22 06:00:00+00:00,44.65,46.13,49.0,19.5,20.6,30545.0,30369.76,0,7,0
2018-01-22 07:00:00+00:00,48.15,51.71,55.9,19.5,20.6,38194.0,37035.11,0,8,0
2018-01-22 08:00:00+00:00,53.84,60.44,62.36,19.5,20.6,42453.0,41609.62,0,9,0
2018-01-22 09:00:00+00:00,52.4,61.05,68.75,19.5,20.6,44131.0,43324.61,0,10,0
2018-01-22 10:00:00+00:00,48.64,59.33,62.47,19.5,20.6,44033.0,43001.98,0,11,0
2018-01-22 11:00:00+00:00,47.57,53.86,63.14,19.5,20.6,43157.0,42660.86,0,12,0
2018-01-22 12:00:00+00:00,47.0,49.92,59.39,19.5,20.6,41195.0,40658.74,0,13,0
2018-01-22 13:00:00+00:00,47.39,49.83,59.39,19.5,20.6,40443.0,40440.49,0,14,0
2018-01-22 14:00:00+00:00,51.33,53.02,62.36,19.5,20.6,41683.0,41826.63,0,15,0
2018-01-22 15:00:00+00:00,52.85,55.07,70.3,19.5,20.6,42392.0,42792.55,0,16,0
2018-01-22 16:00:00+00:00,58.61,54.74,68.81,19.5,20.6,43624.0,43887.16,0,17,0
2018-01-22 17:00:00+00:00,69.42,57.88,74.46,19.5,20.6,45936.0,45821.74,0,18,0
2018-01-22 18:00:00+00:00,69.54,57.36,75.79,19.5,20.6,46698.0,45543.5,0,19,0
2018-01-22 19:00:00+00:00,60.57,56.48,70.75,19.5,20.6,45652.0,43919.57,0,20,0
2018-01-22 20:00:00+00:00,54.73,51.88,61.84,19.5,20.6,43145.0,41469.18,0,21,0
2018-01-22 21:00:00+00:00,53.8,48.22,55.14,19.5,20.6,39975.0,38746.38,0,22,0
2018-01-22 22:00:00+00:00,51.17,44.07,49.0,19.5,20.6,35637.0,34753.2,0,23,0
2018-01-22 23:00:00+00:00,48.17,42.46,45.98,19.5,20.6,31871.0,31184.83,0,24,0
2018-01-23 00:00:00+00:00,47.0,35.49,43.32,19.37,20.18,28169.0,28241.95,1,1,0
2018-01-23 01:00:00+00:00,43.76,31.59,38.0,19.37,20.18,26526.0,26480.61,1,2,0
2018-01-23 02:00:00+00:00,43.23,27.11,36.42,19.37,20.18,25789.0,25754.81,1,3,0
2018-01-23 03:00:00+00:00,43.28,26.29,36.0,19.37,20.18,25378.0,25545.09,1,4,0
2018-01-23 04:00:00+00:00,43.16,27.15,35.9,19.37,20.18,25705.0,25777.4,1,5,0
2018-01-23 05:00:00+00:00,44.06,35.64,40.43,19.37,20.18,27342.0,27132.37,1,6,0
2018-01-23 06:00:00+00:00,52.62,46.22,47.01,19.37,20.18,32564.0,32327.36,1,7,0
2018-01-23 07:00:00+00:00,67.38,48.19,51.79,19.37,20.18,39602.0,38688.68,1,8,0
2018-01-23 08:00:00+00:00,73.65,51.56,57.17,19.37,20.18,44574.0,43305.17,1,9,0
2018-01-23 09:00:00+00:00,64.74,49.4,59.75,19.37,20.18,46363.0,44936.94,1,10,0
2018-01-23 10:00:00+00:00,52.55,48.42,56.36,19.37,20.18,45796.0,44563.02,1,11,0
2018-01-23 11:00:00+00:00,48.91,46.68,53.79,19.37,20.18,45346.0,44176.34,1,12,0
2018-01-23 12:00:00+00:00,45.9,45.15,51.86,19.37,20.18,41497.0,41799.05,1,13,0
2018-01-23 13:00:00+00:00,45.28,44.0,51.75,19.37,20.18,40312.0,41214.52,1,14,0
2018-01-23 14:00:00+00:00,45.92,46.47,52.33,19.37,20.18,41452.0,42617.81,1,15,0
2018-01-23 15:00:00+00:00,48.15,47.9,54.75,19.37,20.18,42208.0,43541.73,1,16,0
2018-01-23 16:00:00+00:00,53.4,51.12,58.44,19.37,20.18,43198.0,44746.9,1,17,0
2018-01-23 17:00:00+00:00,61.37,58.32,65.92,19.37,20.18,45705.0,46733.28,1,18,0
2018-01-23 18:00:00+00:00,60.46,56.13,63.5,19.37,20.18,46423.0,46243.45,1,19,0
2018-01-23 19:00:00+00:00,58.32,54.92,61.2,19.37,20.18,45456.0,44687.34,1,20,0
2018-01-23 20:00:00+00:00,53.98,49.8,57.73,19.37,20.18,42922.0,42103.72,1,21,0
2018-01-23 21:00:00+00:00,50.49,48.13,55.02,19.37,20.18,39611.0,38989.4,1,22,0
2018-01-23 22:00:00+00:00,50.11,44.48,50.03,19.37,20.18,35757.0,34828.65,1,23,0
2018-01-23 23:00:00+00:00,44.89,42.38,45.5,19.37,20.18,31969.0,30929.17,1,24,0
2018-01-24 00:00:00+00:00,44.66,43.21,43.32,19.51,19.67,28351.0,27961.43,2,1,0
2018-01-24 01:00:00+00:00,41.96,39.46,39.0,19.51,19.67,26627.0,26402.29,2,2,0
2018-01-24 02:00:00+00:00,39.5,38.35,38.0,19.51,19.67,25831.0,25787.53,2,3,0
2018-01-24 03:00:00+00:00,40.0,36.73,38.2,19.51,19.67,25633.0,25512.76,2,4,0
2018-01-24 04:00:00+00:00,40.0,38.37,37.8,19.51,19.67,26090.0,25816.36,2,5,0
2018-01-24 05:00:00+00:00,42.73,43.16,40.71,19.51,19.67,27562.0,27082.51,2,6,0
2018-01-24 06:00:00+00:00,50.64,48.44,49.0,19.51,19.67,32632.0,32142.22,2,7,0
2018-01-24 07:00:00+00:00,52.68,54.84,55.21,19.51,19.67,39680.0,38462.88,2,8,0
2018-01-24 08:00:00+00:00,63.64,60.42,61.66,19.51,19.67,44252.0,43126.13,2,9,0
2018-01-24 09:00:00+00:00,54.13,55.98,60.39,19.51,19.67,45582.0,44418.48,2,10,0
2018-01-24 10:00:00+00:00,50.96,52.07,57.98,19.51,19.67,44878.0,43815.88,2,11,0
2018-01-24 11:00:00+00:00,47.43,50.22,56.9,19.51,19.67,44423.0,43013.92,2,12,0
2018-01-24 12:00:00+00:00,46.36,48.16,54.61,19.51,19.67,42219.0,40655.7,2,13,0
2018-01-24 13:00:00+00:00,46.88,48.06,54.83,19.51,19.67,41146.0,39908.51,2,14,0
2018-01-24 14:00:00+00:00,50.98,50.73,54.74,19.51,19.67,42328.0,41114.41,2,15,0
2018-01-24 15:00:00+00:00,52.96,50.98,61.81,19.51,19.67,43032.0,42155.07,2,16,0
2018-01-24 16:00:00+00:00,63.83,53.44,65.36,19.51,19.67,43868.0,43577.89,2,17,0
2018-01-24 17:00:00+00:00,74.97,58.75,74.5,19.51,19.67,46393.0,46012.67,2,18,0
2018-01-24 18:00:00+00:00,75.06,56.13,75.16,19.51,19.67,47842.0,45806.15,2,19,0
2018-01-24 19:00:00+00:00,78.91,55.05,71.41,19.51,19.67,46737.0,44096.63,2,20,0
2018-01-24 20:00:00+00:00,58.42,52.89,59.3,19.51,19.67,43894.0,41443.56,2,21,0
2018-01-24 21:00:00+00:00,53.65,50.89,53.49,19.51,19.67,40531.0,38232.36,2,22,0
2018-01-24 22:00:00+00:00,52.66,48.14,50.3,19.51,19.67,36603.0,34299.54,2,23,0
2018-01-24 23:00:00+00:00,49.95,43.76,44.69,19.51,19.67,32506.0,30381.53,2,24,0
2018-01-25 00:00:00+00:00,48.53,43.56,47.19,19.99,19.65,29080.0,28210.67,3,1,0
2018-01-25 01:00:00+00:00,44.8,38.32,43.91,19.99,19.65,27089.0,26743.21,3,2,0
2018-01-25 02:00:00+00:00,43.28,33.46,43.21,19.99,19.65,26082.0,26046.39,3,3,0
2018-01-25 03:00:00+00:00,42.86,34.3,39.12,19.99,19.65,25799.0,25927.46,3,4,0
2018-01-25 04:00:00+00:00,43.01,33.3,39.03,19.99,19.65,26111.0,26086.55,3,5,0
2018-01-25 05:00:00+00:00,44.67,38.33,41.82,19.99,19.65,27523.0,27435.92,3,6,0
2018-01-25 06:00:00+00:00,51.74,44.07,49.0,19.99,19.65,32824.0,32292.01,3,7,0
2018-01-25 07:00:00+00:00,60.87,55.92,52.96,19.99,19.65,39837.0,38896.92,3,8,0
2018-01-25 08:00:00+00:00,72.73,64.59,57.54,19.99,19.65,44502.0,43250.08,3,9,0
2018-01-25 09:00:00+00:00,68.44,58.62,58.47,19.99,19.65,46100.0,44479.88,3,10,0
2018-01-25 10:00:00+00:00,52.42,54.52,56.92,19.99,19.65,45153.0,43806.84,3,11,0
2018-01-25 11:00:00+00:00,51.06,52.96,54.62,19.99,19.65,43963.0,43047.62,3,12,0
2018-01-25 12:00:00+00:00,49.47,47.77,53.4,19.99,19.65,42274.0,40690.91,3,13,0
2018-01-25 13:00:00+00:00,49.09,47.71,52.75,19.99,19.65,41303.0,40022.54,3,14,0
2018-01-25 14:00:00+00:00,51.32,50.86,54.68,19.99,19.65,42561.0,41392.44,3,15,0
2018-01-25 15:00:00+00:00,52.43,55.67,55.38,19.99,19.65,43424.0,42431.46,3,16,0
2018-01-25 16:00:00+00:00,59.99,59.91,55.75,19.99,19.65,44206.0,43755.44,3,17,0
2018-01-25 17:00:00+00:00,74.64,68.91,58.08,19.99,19.65,46211.0,46178.03,3,18,0
2018-01-25 18:00:00+00:00,73.46,69.01,58.67,19.99,19.65,47948.0,45996.59,3,19,0
2018-01-25 19:00:00+00:00,67.71,65.59,58.04,19.99,19.65,47073.0,44353.7,3,20,0
2018-01-25 20:00:00+00:00,55.01,57.1,55.8,19.99,19.65,44063.0,41663.9,3,21,0
2018-01-25 21:00:00+00:00,51.96,52.92,54.03,19.99,19.65,40911.0,38573.64,3,22,0
2018-01-25 22:00:00+00:00,49.25,51.06,49.49,19.99,19.65,36989.0,34611.37,3,23,0
2018-01-25 23:00:00+00:00,44.01,46.98,45.01,19.99,19.65,32864.0,31067.04,3,24,0
2018-01-26 00:00:00+00:00,46.24,43.47,44.59,19.32,19.27,28760.0,28675.53,4,1,0
2018-01-26 01:00:00+00:00,43.39,42.58,42.25,19.32,19.27,26833.0,27205.03,4,2,0
2018-01-26 02:00:00+00:00,42.63,41.72,36.11,19.32,19.27,25971.0,26218.08,4,3,0
2018-01-26 03:00:00+00:00,41.04,41.77,33.8,19.32,19.27,25556.0,26170.14,4,4,0
2018-01-26 04:00:00+00:00,42.23,41.31,32.55,19.32,19.27,25955.0,26200.09,4,5,0
2018-01-26 05:00:00+00:00,43.01,41.5,32.55,19.32,19.27,27720.0,27734.03,4,6,0
2018-01-26 06:00:00+00:00,47.3,48.37,43.56,19.32,19.27,33075.0,32659.27,4,7,0
2018-01-26 07:00:00+00:00,51.27,53.26,52.1,19.32,19.27,40310.0,39069.76,4,8,0
2018-01-26 08:00:00+00:00,57.1,58.39,52.93,19.32,19.27,44950.0,43565.69,4,9,0
2018-01-26 09:00:00+00:00,54.52,56.23,53.29,19.32,19.27,46384.0,44768.65,4,10,0
2018-01-26 10:00:00+00:00,53.76,53.07,52.51,19.32,19.27,45615.0,44268.28,4,11,0
2018-01-26 11:00:00+00:00,51.99,47.19,47.73,19.32,19.27,44648.0,43507.25,4,12,0
2018-01-26 12:00:00+00:00,50.13,45.48,44.7,19.32,19.27,42158.0,40932.67,4,13,0
2018-01-26 13:00:00+00:00,49.2,44.75,43.78,19.32,19.27,41053.0,40297.65,4,14,0
2018-01-26 14:00:00+00:00,48.96,45.57,45.0,19.32,19.27,42465.0,41406.78,4,15,0
2018-01-26 15:00:00+00:00,50.5,51.74,48.73,19.32,19.27,43454.0,42388.0,4,16,0
2018-01-26 16:00:00+00:00,56.42,53.64,54.13,19.32,19.27,44317.0,43446.45,4,17,0
2018-01-26 17:00:00+00:00,67.55,67.7,63.35,19.32,19.27,45092.0,45956.95,4,18,0
2018-01-26 18:00:00+00:00,66.92,71.71,63.36,19.32,19.27,46396.0,45810.9,4,19,0
2018-01-26 19:00:00+00:00,60.61,69.89,60.01,19.32,19.27,45683.0,44248.33,4,20,0
2018-01-26 20:00:00+00:00,54.42,57.38,56.85,19.32,19.27,43155.0,41469.53,4,21,0
2018-01-26 21:00:00+00:00,51.86,53.66,54.76,19.32,19.27,39836.0,38103.16,4,22,0
2018-01-26 22:00:00+00:00,50.04,48.6,50.66,19.32,19.27,35781.0,34502.28,4,23,0
2018-01-26 23:00:00+00:00,43.99,45.52,46.06,19.32,19.27,31949.0,31000.83,4,24,0
2018-01-30 00:00:00+00:00,44.97,44.66,35.49,18.99,19.51,28522.0,28295.97,1,1,0
2018-01-30 01:00:00+00:00,40.67,41.96,31.59,18.99,19.51,26658.0,26643.38,1,2,0
2018-01-30 02:00:00+00:00,37.7,39.5,27.11,18.99,19.51,25751.0,25857.29,1,3,0
2018-01-30 03:00:00+00:00,36.07,40.0,26.29,18.99,19.51,25423.0,25548.08,1,4,0
2018-01-30 04:00:00+00:00,36.07,40.0,27.15,18.99,19.51,25498.0,25729.58,1,5,0
2018-01-30 05:00:00+00:00,39.3,42.73,35.64,18.99,19.51,27022.0,27251.04,1,6,0
2018-01-30 06:00:00+00:00,47.06,50.64,46.22,18.99,19.51,32425.0,32501.58,1,7,0
2018-01-30 07:00:00+00:00,51.21,52.68,48.19,18.99,19.51,39542.0,38761.11,1,8,0
2018-01-30 08:00:00+00:00,53.99,63.64,51.56,18.99,19.51,45049.0,43096.37,1,9,0
2018-01-30 09:00:00+00:00,54.64,54.13,49.4,18.99,19.51,46471.0,44664.29,1,10,0
2018-01-30 10:00:00+00:00,50.01,50.96,48.42,18.99,19.51,45408.0,43996.41,1,11,0
2018-01-30 11:00:00+00:00,48.79,47.43,46.68,18.99,19.51,44447.0,42846.69,1,12,0
2018-01-30 12:00:00+00:00,46.57,46.36,45.15,18.99,19.51,42107.0,40531.36,1,13,0
2018-01-30 13:00:00+00:00,46.75,46.88,44.0,18.99,19.51,41155.0,40186.12,1,14,0
2018-01-30 14:00:00+00:00,48.35,50.98,46.47,18.99,19.51,41978.0,41498.3,1,15,0
2018-01-30 15:00:00+00:00,49.94,52.96,47.9,18.99,19.51,43029.0,42329.82,1,16,0
2018-01-30 16:00:00+00:00,54.92,63.83,51.12,18.99,19.51,43866.0,43739.47,1,17,0
2018-01-30 17:00:00+00:00,57.88,74.97,58.32,18.99,19.51,45525.0,45868.25,1,18,0
2018-01-30 18:00:00+00:00,60.67,75.06,56.13,18.99,19.51,46756.0,45972.94,1,19,0
2018-01-30 19:00:00+00:00,57.36,78.91,54.92,18.99,19.51,45686.0,44512.96,1,20,0
2018-01-30 20:00:00+00:00,52.85,58.42,49.8,18.99,19.51,42866.0,41763.99,1,21,0
2018-01-30 21:00:00+00:00,50.17,53.65,48.13,18.99,19.51,39673.0,38487.66,1,22,0
